chr1	28735	29810	CGI
chr1	135124	135563	CGI
chr1	327790	328229	CGI
chr1	437151	438164	CGI
chr1	449273	450544	CGI
chr1	533219	534114	CGI
chr1	544738	546649	CGI
chr1	713984	714547	CGI
chr1	762416	763445	CGI
chr1	788863	789211	CGI
chr1	801975	802338	CGI
chr1	805198	805628	CGI
chr1	839694	840619	CGI
chr1	844299	845883	CGI
chr1	854765	854973	CGI
chr1	858970	861632	CGI
chr1	869332	871872	CGI
chr1	875730	878363	CGI
chr1	886356	886602	CGI
chr1	894313	902654	CGI
chr1	906296	906538	CGI
chr1	912869	913153	CGI
chr1	919726	919927	CGI
chr1	933387	937410	CGI
chr1	948670	948894	CGI
chr1	949329	949851	CGI
chr1	954768	956343	CGI
chr1	963795	964507	CGI
chr1	967966	970238	CGI
chr1	975496	980305	CGI
chr1	981068	981400	CGI
chr1	982152	982511	CGI
chr1	983174	983612	CGI
chr1	984206	984429	CGI
chr1	990274	990694	CGI
chr1	994436	995303	CGI
chr1	999678	999911	CGI
chr1	1002663	1005318	CGI
chr1	1011509	1013402	CGI
chr1	1016863	1017439	CGI
chr1	1018099	1018390	CGI
chr1	1019818	1020026	CGI
chr1	1023143	1023347	CGI
chr1	1024075	1024614	CGI
chr1	1026377	1026625	CGI
chr1	1027509	1027730	CGI
chr1	1046044	1046340	CGI
chr1	1050515	1050830	CGI
chr1	1051178	1052445	CGI
chr1	1072369	1072847	CGI
chr1	1093211	1093476	CGI
chr1	1098043	1100584	CGI
chr1	1109314	1110145	CGI
chr1	1115574	1116006	CGI
chr1	1132827	1133218	CGI
chr1	1136360	1137156	CGI
chr1	1141670	1142150	CGI
chr1	1145568	1145878	CGI
chr1	1146708	1146914	CGI
chr1	1149055	1149524	CGI
chr1	1152522	1153134	CGI
chr1	1153784	1154419	CGI
chr1	1159168	1159528	CGI
chr1	1161959	1162281	CGI
chr1	1163502	1163895	CGI
chr1	1167001	1168985	CGI
chr1	1173915	1174263	CGI
chr1	1177885	1178207	CGI
chr1	1181756	1182470	CGI
chr1	1189396	1190245	CGI
chr1	1190522	1190799	CGI
chr1	1203166	1203597	CGI
chr1	1208515	1209942	CGI
chr1	1228780	1230163	CGI
chr1	1242400	1245185	CGI
chr1	1247918	1248493	CGI
chr1	1254322	1254548	CGI
chr1	1259643	1260635	CGI
chr1	1262665	1263420	CGI
chr1	1265206	1265429	CGI
chr1	1267085	1267286	CGI
chr1	1267435	1268986	CGI
chr1	1271425	1272074	CGI
chr1	1272377	1272634	CGI
chr1	1283933	1285345	CGI
chr1	1289707	1291126	CGI
chr1	1309140	1311039	CGI
chr1	1322644	1322924	CGI
chr1	1334071	1335602	CGI
chr1	1342004	1342952	CGI
chr1	1355159	1356000	CGI
chr1	1361560	1361787	CGI
chr1	1362954	1363299	CGI
chr1	1370767	1371449	CGI
chr1	1374461	1375584	CGI
chr1	1389555	1389889	CGI
chr1	1396085	1396338	CGI
chr1	1406844	1407821	CGI
chr1	1414034	1414532	CGI
chr1	1417285	1417753	CGI
chr1	1420226	1420684	CGI
chr1	1444588	1444849	CGI
chr1	1446878	1448205	CGI
chr1	1452701	1453199	CGI
chr1	1455302	1455892	CGI
chr1	1456829	1457074	CGI
chr1	1457954	1459029	CGI
chr1	1464508	1464806	CGI
chr1	1470604	1471450	CGI
chr1	1473107	1473342	CGI
chr1	1474962	1475220	CGI
chr1	1476093	1476669	CGI
chr1	1489532	1489794	CGI
chr1	1496761	1496986	CGI
chr1	1509482	1510747	CGI
chr1	1534331	1536136	CGI
chr1	1550453	1552015	CGI
chr1	1558587	1559359	CGI
chr1	1560780	1561055	CGI
chr1	1562049	1562398	CGI
chr1	1563674	1564032	CGI
chr1	1564421	1570006	CGI
chr1	1571032	1571470	CGI
chr1	1580377	1580595	CGI
chr1	1590073	1590942	CGI
chr1	1600981	1601231	CGI
